country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
POL,manifesto,92440,RP,Ruch Palikota,Palikot's Movement,2011,2011,10,2011,NA,NA,2015-11-17T11:43:48Z,2023-06-05T10:39:56Z,15520,731,2015-11-17T11:46:19Z,POL,dpi,1706,RP,NA,Palikot's Movement,2012,2015,10,2011,NA,NA,2018-08-18T19:55:58Z,2021-03-12T10:14:57Z,25421,2018-08-18T19:55:58Z
POL,manifesto,92622,SRP,Samoobrona Rzeczypospolitej Polskiej,Self-Defence of the Polish Republic,2001,2005,11.4,2005,NA,NA,2013-01-01T18:16:37Z,2023-06-05T10:39:46Z,1499,727,2013-01-01T18:36:42Z,POL,dpi,1707,SDBRP,NA,NA,2002,2007,11.4,2005,NA,NA,2018-08-18T19:55:36Z,2021-03-12T10:14:57Z,25324,2018-08-18T19:55:36Z
POL,manifesto,92210,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,1991,2011,27.1,1997,NA,NA,2013-01-01T18:17:13Z,2023-06-05T10:39:43Z,1667,57,2013-01-01T18:36:43Z,POL,dpi,1692,DLA,NA,Dem. Left Alliance,1992,1993,12,1991,NA,NA,2018-08-18T19:56:08Z,2021-03-12T10:14:57Z,25476,2018-08-18T19:56:08Z
POL,manifesto,92210,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,1991,2011,27.1,1997,NA,NA,2013-01-01T18:17:13Z,2023-06-05T10:39:43Z,1667,57,2013-01-01T18:36:43Z,POL,dpi,1708,SLD,NA,Democratic Left Alliance,1994,2015,27.1,1997,NA,NA,2018-07-13T20:35:03Z,2021-03-12T10:14:57Z,24748,2018-07-13T20:35:03Z
POL,manifesto,92410,UD,Unia Demokratyczna,Democratic Union,1991,1993,11.6,1991,NA,merger between: UD Unia Demokratyczna (Democratic Union) ROAD Ruch Obywatelski - Akcja Demokratyczna (Democratic Action Civic Movement) FPD Forum Prawicy Demokratycznej (Forum of the Democratic Right),2013-01-01T18:18:29Z,2023-06-05T10:39:57Z,2030,1046,2013-01-01T18:36:44Z,POL,dpi,1711,UD,NA,Democratic Union,1992,1993,12.3,1991,NA,NA,2018-08-18T19:55:41Z,2021-03-12T10:14:57Z,25347,2020-03-24T11:08:16Z
POL,manifesto,92322,UP,Unia Pracy,Union of Labour,1993,1997,7.3,1993,NA,NA,2013-01-01T18:17:11Z,2023-06-05T10:39:56Z,1658,1104,2013-01-01T18:36:44Z,POL,dpi,1712,UP,NA,Union of Labour,1994,1997,7.3,1993,NA,NA,2018-08-18T19:55:26Z,2021-03-12T10:14:57Z,25287,2018-08-18T19:55:27Z
POL,manifesto,92434,UW,Unia Wolnósci,Freedom Union,1997,1997,13.4,1997,NA,NA,2013-01-01T18:18:04Z,2023-06-05T10:39:46Z,1911,8268,2020-04-18T01:39:03Z,POL,dpi,1713,UW,NA,Freedom Union,1994,2001,13.4,1997,NA,NA,2018-09-06T11:47:19Z,2021-03-12T10:14:57Z,25618,2020-03-22T14:46:28Z
PRT,manifesto,35211,BE,Bloco de Esquerda,Left Bloc,1999,2019,10.6,2015,NA,NA,2013-01-01T18:17:10Z,2023-06-05T10:39:40Z,1654,1310,2013-01-01T18:36:46Z,PRT,dpi,1718,BE,NA,Left Bloc,2003,2015,10.1,2009,NA,NA,2018-08-18T19:55:30Z,2021-03-12T10:14:57Z,25298,2018-08-18T19:55:30Z
PRT,manifesto,35520,CDS-PP,Centro Democrático Social-Partido Popular,Social Democratic Center-Popular Party,1975,2019,16.7,1976,NA,NA,2014-02-08T21:29:07Z,2023-06-05T10:39:41Z,3561,1308,2015-09-08T15:23:57Z,PRT,dpi,1719,CDS,NA,NA,1977,1985,16.7,1976,NA,NA,2018-08-18T19:55:36Z,2021-03-12T10:14:57Z,25323,2018-08-18T19:55:36Z
PRT,manifesto,35520,CDS-PP,Centro Democrático Social-Partido Popular,Social Democratic Center-Popular Party,1975,2019,16.7,1976,NA,NA,2014-02-08T21:29:07Z,2023-06-05T10:39:41Z,3561,1308,2015-09-08T15:23:57Z,PRT,dpi,1720,CDS-PP,NA,People's Party,1992,2015,12.2,2011,NA,NA,2018-09-06T11:47:35Z,2021-03-12T10:14:57Z,25655,2018-09-06T11:47:35Z
PRT,manifesto,35520,CDS-PP,Centro Democrático Social-Partido Popular,Social Democratic Center-Popular Party,1975,2019,16.7,1976,NA,NA,2014-02-08T21:29:07Z,2023-06-05T10:39:41Z,3561,1308,2015-09-08T15:23:57Z,PRT,dpi,1725,PP,NA,NA,1996,2005,9.1,1995,NA,NA,2018-09-06T11:47:45Z,2021-03-12T10:14:58Z,25675,2018-09-10T17:50:45Z
PRT,manifesto,35229,CDU,Coligação Democrática Unitária,Unified Democratic Coalition,1991,2005,9.1,1999,NA,NA,2013-01-01T18:17:59Z,2023-06-05T10:39:53Z,1884,284,2013-01-01T18:36:47Z,PRT,dpi,1721,CDU,NA,United Democratic Coalition,1988,2009,12.1,1987,NA,NA,2018-09-06T11:47:22Z,2021-03-12T10:14:57Z,25628,2018-09-06T11:47:22Z
PRT,manifesto,35229,CDU,Coligação Democrática Unitária,Unified Democratic Coalition,1991,2005,9.1,1999,NA,NA,2013-01-01T18:17:59Z,2023-06-05T10:39:53Z,1884,284,2013-01-01T18:36:47Z,PRT,dpi,1724,PCP-PEV,NA,NA,2012,2015,8.2,2011,NA,NA,2018-08-18T19:55:54Z,2021-03-12T10:14:58Z,25399,2018-08-18T19:55:54Z
PRT,manifesto,35220,PCP,Partido Comunista Português,Portuguese Communist Party,1975,2019,18.3,1979,NA,NA,2013-01-01T18:18:01Z,2023-06-05T10:40:00Z,1897,310,2013-01-01T18:36:48Z,PRT,dpi,1723,PCP,NA,Portugese Communist Party,1977,1979,15.3,1976,NA,NA,2018-08-18T19:55:52Z,2021-03-12T10:14:57Z,25391,2018-08-18T19:55:52Z
PRT,manifesto,35312,PRD,Partido Renovador Democrático,Democratic Renewal Party,1985,1987,18.5,1985,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:46Z,1541,1600,2013-01-01T18:36:49Z,PRT,dpi,1727,PRD,NA,Democratic Renewal Party,1986,1991,17.9,1985,NA,NA,2018-08-18T19:55:59Z,2021-03-12T10:14:58Z,25424,2018-08-18T19:55:59Z
PRT,manifesto,35313,PSD,Partido Social Democrata,Social Democratic Party,1975,2019,51.3,1987,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:57Z,1539,1359,2013-01-01T18:36:49Z,PRT,dpi,1726,PPD,NA,NA,1977,1979,25.2,1976,NA,NA,2018-08-18T19:55:31Z,2021-03-12T10:14:58Z,25301,2018-08-18T19:55:31Z
PRT,manifesto,35313,PSD,Partido Social Democrata,Social Democratic Party,1975,2019,51.3,1987,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:57Z,1539,1359,2013-01-01T18:36:49Z,PRT,dpi,1729,PSD,NA,Social Democratic Party,1980,2015,50.6,1991,NA,NA,2018-07-13T20:35:16Z,2021-03-12T10:14:58Z,24851,2018-07-29T22:32:16Z
PRT,manifesto,35311,PS,Partido Socialista,Socialist Party,1975,2019,46.4,2005,NA,NA,2013-01-01T18:18:30Z,2023-06-05T10:40:02Z,2035,655,2013-01-01T18:36:50Z,PRT,dpi,1728,PS,NA,Socialist Party,1996,2015,46.4,2005,NA,NA,2018-07-13T20:35:17Z,2021-03-12T10:14:58Z,24858,2018-07-13T20:35:17Z
PRT,manifesto,35311,PS,Partido Socialista,Socialist Party,1975,2019,46.4,2005,NA,NA,2013-01-01T18:18:30Z,2023-06-05T10:40:02Z,2035,655,2013-01-01T18:36:50Z,PRT,dpi,1730,PSP,NA,NA,1977,1995,45.5,1979,NA,NA,2018-07-13T20:35:05Z,2021-03-12T10:14:58Z,24772,2018-07-13T20:35:05Z
PRT,manifesto,35210,UDP,União Democrática Popular,Popular Democratic Union,1975,1987,2.2,1979,NA,NA,2013-01-01T18:16:42Z,2023-06-05T10:39:57Z,1523,896,2013-01-01T18:36:51Z,PRT,dpi,1731,UDP,NA,Popular Democratic Union,1981,1985,6.1,1983,NA,NA,2018-07-11T14:42:45Z,2021-03-12T10:14:58Z,24716,2018-07-11T14:42:45Z
ROU,manifesto,93041,ADA,Alianţa Dreptate şi Adevăr,Justice and Truth Alliance,2004,2004,31.5,2004,NA,NA,2014-02-08T21:29:16Z,2023-06-05T10:39:38Z,3706,215,2014-06-07T18:18:36Z,ROU,dpi,1766,ADA,NA,Alianta Drepatate si Adevar,2005,2008,31.5,2004,NA,NA,2018-09-06T11:47:36Z,2021-03-12T10:14:58Z,25656,2018-09-06T11:47:36Z
ROU,manifesto,93002,PSD-PC,Alianţa Politică Partidul Social Democrat + Partidul Conservator,Social Democratic Party + Conservative Party Alliance,2008,2008,33.1,2008,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:39:50Z,3621,6153,2022-05-27T16:21:07Z,ROU,dpi,1784,PSD-PC,NA,Alian_a PSD+PC,2009,2012,33.1,2008,NA,NA,2018-09-06T11:48:12Z,2021-03-12T10:14:58Z,25770,2018-09-10T17:33:53Z
ROU,manifesto,93221,PD,Partidul Democrat,Democratic Party,1990,2000,66.3,1990,NA,NA,2013-01-01T18:16:31Z,2023-06-05T10:39:56Z,1474,1715,2015-07-31T17:06:13Z,ROU,dpi,1769,DP,NA,Democratic Party,1997,2004,13.1,1996,NA,NA,2018-09-06T11:47:41Z,2021-03-12T10:14:58Z,25671,2018-09-06T11:47:41Z
ROU,manifesto,93221,PD,Partidul Democrat,Democratic Party,1990,2000,66.3,1990,NA,NA,2013-01-01T18:16:31Z,2023-06-05T10:39:56Z,1474,1715,2015-07-31T17:06:13Z,ROU,dpi,1771,FSN,NA,Frontul Salv_rii Na_ionale,1991,1992,66.3,1990,NA,NA,2018-07-13T20:35:05Z,2021-03-12T10:14:58Z,24768,2018-07-13T20:35:05Z
ROU,manifesto,93530,PDL,Partidul Democrat Liberal,Democratic Liberal Party,2008,2008,32.4,2008,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:56Z,3659,660,2014-06-14T21:49:19Z,ROU,dpi,1777,PD-L,NA,Partidul Democrat-Liberal,2009,2012,32.4,2008,NA,NA,2018-08-18T19:55:25Z,2021-03-12T10:14:58Z,25282,2018-08-18T19:55:25Z
ROU,manifesto,93430,PNL,Partidul Naţional Liberal,National Liberal Party,1990,2016,20,2016,NA,NA,2013-01-01T18:17:32Z,2023-06-05T10:40:00Z,1755,481,2022-05-27T16:21:59Z,ROU,dpi,1774,NLP,NA,NA,1997,2004,6.9,2000,NA,NA,2018-08-18T19:55:44Z,2021-03-12T10:14:58Z,25356,2018-08-18T19:55:45Z
ROU,manifesto,93430,PNL,Partidul Naţional Liberal,National Liberal Party,1990,2016,20,2016,NA,NA,2013-01-01T18:17:32Z,2023-06-05T10:40:00Z,1755,481,2022-05-27T16:21:59Z,ROU,dpi,1779,PNL,NA,National Liberal Party,1991,2015,30.2,2012,NA,NA,2018-09-06T11:47:01Z,2021-03-12T10:14:58Z,25546,2018-09-06T11:47:01Z
ROU,manifesto,93521,PNŢCD,Partidul Naţional Ţărănesc Creştin şi Democrat,Christian Democratic National Peasants’ Party,1990,1990,2.6,1990,NA,NA,2013-01-01T18:16:45Z,2023-06-05T10:39:42Z,1540,1750,2013-01-01T18:36:56Z,ROU,dpi,1780,PNTCD,NA,Partidul Na_ional __r_nesc Cre_tin Democrat,1993,1996,10.2,1992,NA,NA,2018-09-06T11:47:47Z,2021-03-12T10:14:58Z,25684,2018-09-10T17:48:24Z
ROU,manifesto,93981,PP-DD,Partidul Poporului - Dan Dianconescu,People's Party - Dan Dianconescu,2012,2012,14,2012,NA,NA,2015-11-17T11:43:36Z,2023-06-05T10:39:47Z,15486,2474,2015-11-17T11:52:28Z,ROU,dpi,1781,PP-DD,NA,Partidul Poporului-Dan Diaconescu,2013,2015,14.1,2012,NA,NA,2018-08-18T19:55:16Z,2021-03-12T10:14:58Z,25243,2018-08-18T19:55:16Z
ROU,manifesto,93712,PRM,Partidul România Mare,Greater Romania Party,1992,2004,19.5,2000,NA,NA,2013-01-01T18:18:06Z,2023-06-05T10:39:41Z,1918,1305,2013-01-01T18:36:56Z,ROU,dpi,1773,GRP,NA,NA,2001,2004,19.5,2000,NA,NA,2018-08-18T19:56:11Z,2021-03-12T10:14:58Z,25486,2018-08-18T19:56:11Z
ROU,manifesto,93712,PRM,Partidul România Mare,Greater Romania Party,1992,2004,19.5,2000,NA,NA,2013-01-01T18:18:06Z,2023-06-05T10:39:41Z,1918,1305,2013-01-01T18:36:56Z,ROU,dpi,1782,PRM,NA,Partidul Romania Mare,1993,2008,13,2004,NA,NA,2018-09-06T11:47:05Z,2021-03-12T10:14:58Z,25559,2018-09-06T11:47:05Z
ROU,manifesto,93223,PSD,Partidul Social Democrat,Social Democratic Party,1992,2016,45.5,2016,NA,NA,2013-01-01T18:17:44Z,2023-06-05T10:39:59Z,1815,276,2013-01-01T18:36:53Z,ROU,dpi,1776,PD-FSN,NA,Partidul Democrat-Frontul Salvaii Nationale,1993,1996,10.2,1992,NA,NA,2018-09-06T11:47:28Z,2021-03-12T10:14:58Z,25644,2018-09-10T17:35:17Z
ROU,manifesto,93320,PSDR,Partidul Social Democrat Român,Romanian Social Democratic Party,1990,1990,0.5,1990,NA,NA,2013-01-01T18:17:45Z,2023-06-05T10:39:55Z,1818,1034,2015-07-31T17:13:01Z,ROU,dpi,1785,PSDR,NA,Polul Democrat Social din Romania,1997,2004,36.6,2000,NA,NA,2018-07-13T20:35:03Z,2021-03-12T10:14:58Z,24756,2018-07-13T20:35:03Z
ROU,manifesto,93711,PUNR,Partidul Unitãţii Naţiunii Române,Romanian National Unity Party,1990,1996,7.7,1992,NA,NA,2013-01-01T18:18:21Z,2023-06-05T10:39:43Z,1989,1451,2013-01-01T18:36:58Z,ROU,dpi,1786,PUNR,NA,Partidul Unit__ii Na_ionale a Rom�nilor,1993,1996,7.7,1992,NA,NA,2018-08-18T19:55:56Z,2021-03-12T10:14:58Z,25410,2018-08-18T19:55:56Z
ROU,manifesto,93951,UDMR/RMDSz,Uniunea Democratã Maghiarã din România/ Romániai Magyar Demokrata Szövetség,Hungarian Democratic Alliance of Romania,1990,2016,7.5,1992,NA,NA,2013-01-01T18:16:23Z,2023-06-05T10:39:38Z,1438,1105,2013-01-01T18:36:54Z,ROU,dpi,1789,RMDSz,NA,Romaniai Magyar Demokrrata Szovetseg,2009,2012,6.2,2008,NA,NA,2018-09-06T11:47:37Z,2021-03-12T10:14:58Z,25661,2018-09-10T17:48:13Z
ROU,manifesto,93951,UDMR/RMDSz,Uniunea Democratã Maghiarã din România/ Romániai Magyar Demokrata Szövetség,Hungarian Democratic Alliance of Romania,1990,2016,7.5,1992,NA,NA,2013-01-01T18:16:23Z,2023-06-05T10:39:38Z,1438,1105,2013-01-01T18:36:54Z,ROU,dpi,1792,UDMR,NA,Uniunea Democrata a Maghiarilor din Romania,1991,2015,7.4,1992,NA,NA,2018-07-11T14:42:27Z,2021-03-12T10:14:58Z,24657,2018-07-11T14:42:27Z
ROU,manifesto,93322,USD,Uniunea Social Democrat,Social Democratic Union,1996,1996,12.9,1996,NA,NA,2013-01-01T18:16:40Z,2023-06-05T10:39:42Z,1515,120,2017-11-20T19:45:08Z,ROU,dpi,1772,FSND,NA,NA,1993,1996,27.7,1992,NA,NA,2018-08-18T19:55:43Z,2021-03-12T10:14:58Z,25353,2018-08-18T19:55:43Z
ROU,manifesto,93322,USD,Uniunea Social Democrat,Social Democratic Union,1996,1996,12.9,1996,NA,NA,2013-01-01T18:16:40Z,2023-06-05T10:39:42Z,1515,120,2017-11-20T19:45:08Z,ROU,dpi,1783,PSD,NA,Aljanta Politica Partidul Social Democrat,2005,2015,44.6,2012,NA,NA,2018-09-06T11:47:17Z,2021-03-12T10:14:58Z,25606,2018-09-06T11:47:17Z
RUS,manifesto,94222,APR,Agrarnaya Partiya Rossii,Agrarian Party of Russia,1993,2003,8,1993,NA,NA,2013-01-01T18:16:18Z,2023-06-05T10:39:39Z,1417,2235,2014-05-16T20:56:24Z,RUS,dpi,1793,APR,NA,Agrarnaya Partiya Rossii,1994,1999,7.9,1993,NA,NA,2018-08-18T19:55:59Z,2021-03-12T10:14:58Z,25425,2018-08-18T19:55:59Z
RUS,manifesto,94710,BZ,Blok Zhirinovskogo,Zhirinovsky Bloc,1999,1999,6.1,1999,NA,NA,2013-01-01T18:16:27Z,2023-06-05T10:39:43Z,1456,2245,2019-10-21T10:58:47Z,RUS,dpi,1799,LDPR,NA,Liberaln-demokratcheskaya Partiya Rosii,1994,2015,22.8,1993,NA,NA,2018-08-18T19:56:06Z,2021-03-12T10:14:58Z,25464,2018-08-18T19:56:06Z
RUS,manifesto,94710,BZ,Blok Zhirinovskogo,Zhirinovsky Bloc,1999,1999,6.1,1999,NA,NA,2013-01-01T18:16:27Z,2023-06-05T10:39:43Z,1456,2245,2019-10-21T10:58:47Z,RUS,dpi,1807,Z,NA,Zhirinovskii bloc,2000,2003,6,1999,NA,NA,2018-08-18T19:56:06Z,2021-03-12T10:14:58Z,25463,2019-10-21T10:58:52Z
RUS,manifesto,94712,DPR,Demokraticheskaya Partiya Rossii,Democratic Party of Russia,1993,1993,5.5,1993,NA,NA,2013-01-01T18:16:12Z,2023-06-05T10:40:01Z,1388,2238,2014-05-16T20:56:31Z,RUS,dpi,1794,DPR,NA,NA,1994,1994,5.5,1993,NA,NA,2018-08-18T19:55:41Z,2021-03-12T10:14:58Z,25345,2018-08-18T19:55:41Z
RUS,manifesto,94421,DVR,Demokraticheskij Vybor Rossii,Russia’s Democratic Choice,1993,1995,15.5,1993,NA,NA,2013-01-01T18:16:11Z,2023-06-05T10:39:56Z,1383,2253,2014-05-16T20:57:17Z,RUS,dpi,1795,DVR,NA,NA,1994,1995,21.7,1993,NA,NA,2018-09-06T11:47:09Z,2021-03-12T10:14:58Z,25572,2018-09-06T11:47:09Z
RUS,manifesto,94951,ER,Edinaya Rossiya,United Russia,2003,2011,65,2007,NA,NA,2013-01-01T18:17:35Z,2023-06-05T10:39:55Z,1772,2256,2014-05-16T20:57:28Z,RUS,dpi,1803,UR,NA,Edinaya Rossiya,2004,2015,64.3,2007,NA,NA,2018-07-13T20:35:05Z,2021-03-12T10:14:58Z,24767,2018-07-13T20:35:05Z
RUS,manifesto,94221,KPRF,Kommunisticheskaya Partiya Rossijskoi Federatsii,Communist Party ot the Russian Federation,1993,2011,24.8,1999,NA,NA,2013-01-01T18:18:12Z,2023-06-05T10:39:47Z,1948,2236,2014-05-16T20:56:26Z,RUS,dpi,1798,KPRF,NA,Kommunisticheskaya Pariya Rossiiskoi Federatsii,1994,2015,24.3,1999,NA,NA,2018-08-18T19:55:58Z,2021-03-12T10:14:58Z,25420,2018-08-18T19:55:58Z
RUS,manifesto,94711,LDPR,Liberal’no Demokraticheskaya Partiya Rossii,Liberal Democratic Party of Russia,1993,2011,22.9,1993,NA,NA,2013-01-01T18:16:28Z,2023-06-05T10:39:52Z,1461,2245,2014-05-16T20:56:59Z,RUS,dpi,1799,LDPR,NA,Liberaln-demokratcheskaya Partiya Rosii,1994,2015,22.8,1993,NA,NA,2018-08-18T19:56:06Z,2021-03-12T10:14:58Z,25464,2018-08-18T19:56:06Z
RUS,manifesto,94711,LDPR,Liberal’no Demokraticheskaya Partiya Rossii,Liberal Democratic Party of Russia,1993,2011,22.9,1993,NA,NA,2013-01-01T18:16:28Z,2023-06-05T10:39:52Z,1461,2245,2014-05-16T20:56:59Z,RUS,dpi,1807,Z,NA,Zhirinovskii bloc,2000,2003,6,1999,NA,NA,2018-08-18T19:56:06Z,2021-03-12T10:14:58Z,25463,2019-10-21T10:58:52Z
RUS,manifesto,94620,Yedinstvo,Mezhregional’noye Dvizhenie ‘Edinstvo',Inter-Regional Movement ‘Unity',1999,1999,23.8,1999,NA,NA,2013-01-01T18:18:29Z,2023-06-05T10:39:39Z,2032,2242,2014-05-16T20:56:43Z,RUS,dpi,1804,UP,NA,Edinstvo,2000,2003,23.3,1999,NA,NA,2018-09-06T11:48:05Z,2021-03-12T10:14:58Z,25748,2018-09-10T15:47:03Z
RUS,manifesto,94424,NDR,Nash Dom - Rossiya,Our Home - Russia,1995,1999,10.3,1995,NA,NA,2013-01-01T18:17:39Z,2023-06-05T10:40:03Z,1787,2247,2014-05-16T20:57:04Z,RUS,dpi,1801,NDR,NA,NA,1996,1999,10.3,1996,NA,NA,2018-09-06T11:48:23Z,2021-03-12T10:14:58Z,25792,2018-09-06T11:48:23Z
RUS,manifesto,94622,OVR,Otechestvo - Vsya Rossiya,Fatherland - All Russia,1999,1999,13.6,1999,NA,NA,2013-01-01T18:17:28Z,2023-06-05T10:39:47Z,1739,2240,2014-05-16T20:56:35Z,RUS,dpi,1796,Father,NA,Otechestvo,2000,2003,13.3,1999,NA,NA,2018-09-06T11:47:46Z,2021-03-12T10:14:58Z,25680,2018-09-10T15:44:57Z
RUS,manifesto,94310,Rodina,Rodina - Narodno-Patrioticheskij Soyuz,Motherland - People's Patriotic Union,2003,2003,9.2,2003,NA,NA,2013-01-01T18:16:32Z,2023-06-05T10:39:40Z,1479,2246,2014-05-16T20:57:02Z,RUS,dpi,1800,Motherland-PPU,NA,NA,2004,2007,9,2003,NA,NA,2018-08-18T19:56:00Z,2021-03-12T10:14:58Z,25433,2018-08-18T19:56:00Z
RUS,manifesto,94422,Yabloko,Rossijskaya Obyedinyonnaya Demokraticheskaya Partiya ‘Yabloko',Russian United Democratic Party ‘Yabloko',1993,2003,7.9,1993,NA,NA,2013-01-01T18:17:44Z,2023-06-05T10:39:44Z,1814,2252,2014-05-16T20:57:15Z,RUS,dpi,1806,Yabloko,NA,Rossiskaya Demokraticheskaya Partiya Yabloko,1994,1999,8.9,1993,NA,NA,2018-09-06T11:47:42Z,2021-03-12T10:14:58Z,25672,2018-09-06T11:47:42Z
RUS,manifesto,94621,SPS,Soyuz Pravykh Sil,Union of Right Forces,1999,2003,8.7,1999,NA,NA,2013-01-01T18:16:38Z,2023-06-05T10:39:50Z,1505,2255,2014-05-16T20:57:26Z,RUS,dpi,1805,URF,NA,Soyuz Pravykh Sil,2000,2003,8.5,1999,NA,NA,2018-08-18T19:55:25Z,2021-03-12T10:14:58Z,25279,2018-08-18T19:55:25Z
RUS,manifesto,94901,SR,Spravedlivaya Rossiya,Just Russia,2007,2011,13.5,2011,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:44Z,3594,2244,2014-05-16T20:56:52Z,RUS,dpi,1797,JR,NA,Spravedlivaya Rossiya,2008,2015,13.2,2011,NA,NA,2018-08-18T19:55:44Z,2021-03-12T10:14:58Z,25355,2018-08-18T19:55:44Z
RUS,manifesto,94223,ZR,Zhenshchiny Rossii,Women of Russia,1993,1995,8.1,1993,NA,NA,2013-01-01T18:17:23Z,2023-06-05T10:40:04Z,1712,2257,2014-05-16T20:57:30Z,RUS,dpi,1808,ZR,NA,NA,1995,1995,6.6,1995,NA,NA,2018-07-11T14:42:40Z,2021-03-12T10:14:58Z,24703,2018-07-11T14:42:40Z
SRB,manifesto,95420,DEPOS,Demokratska Pokret Srbije,Democratic Movement of Serbia,1992,1993,17.9,1992,NA,NA,2014-05-16T20:42:01Z,2023-06-05T10:39:58Z,4489,6150,2019-06-16T12:29:27Z,SRB,dpi,2298,Depos,NA,Democratic Movement of Serbia (centre right),1993,2000,17.2,1993,NA,NA,2018-09-06T11:47:12Z,2021-03-12T10:14:58Z,25587,2018-09-10T15:26:50Z
SRB,manifesto,95430,DS,Demokratska Stranka,Democratic Party,1990,2014,25.5,2007,NA,NA,2014-05-16T20:42:08Z,2023-06-05T10:39:55Z,4507,2189,2014-05-16T20:44:41Z,SRB,dpi,2300,DS,NA,Democratic Party,1993,2000,5.9,1993,NA,NA,2018-09-06T11:48:07Z,2021-03-12T10:14:58Z,25759,2018-09-10T15:23:58Z
SRB,manifesto,95221,SPS,Socijalistička Partija Srbije,Socialist Party of Serbia,1990,2007,48.1,1990,NA,NA,2014-05-16T20:42:04Z,2023-06-05T10:39:56Z,4494,2178,2014-05-16T20:42:52Z,SRB,dpi,2305,SPS,NA,Socialist Party of Serbia (left),1993,2001,33,2000,NA,NA,2018-07-13T20:35:01Z,2021-03-12T10:14:58Z,24735,2018-07-13T20:35:01Z
SRB,manifesto,95711,SRS,Srpska Radikalna Stranka,Serbian Radical Party,1992,2016,32.1,2007,NA,NA,2014-05-16T20:42:09Z,2023-06-05T10:39:52Z,4508,2175,2014-05-16T20:42:44Z,SRB,dpi,2307,SRS,NA,Serbian Radical Party (far right),1993,2000,22.4,1993,NA,NA,2018-07-11T14:42:39Z,2021-03-12T10:14:58Z,24700,2018-07-11T14:42:39Z
SVK,manifesto,96951,ESWS,Együttélés/Spolužitie/Wspólnota/Souižtí,Coexistence,1992,1994,0,1992,NA,NA,2013-01-01T18:18:20Z,2023-06-05T10:40:01Z,1987,1077,2014-06-14T21:48:15Z,SVK,dpi,1874,Coexistence-MKDH,NA,NA,1993,1994,9.3,1993,NA,NA,2018-09-06T11:48:13Z,2021-03-12T10:14:58Z,25774,2018-09-10T15:17:07Z
SVK,manifesto,96951,ESWS,Együttélés/Spolužitie/Wspólnota/Souižtí,Coexistence,1992,1994,0,1992,NA,NA,2013-01-01T18:18:20Z,2023-06-05T10:40:01Z,1987,1077,2014-06-14T21:48:15Z,SVK,dpi,1894,SNS,NA,Slovensk� N�rodn� Strana,1993,2012,11.7,2006,NA,NA,2018-08-18T19:55:50Z,2021-03-12T10:14:58Z,25380,2018-08-18T19:55:50Z
SVK,manifesto,96711,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,37.3,1992,NA,with tiny coalition partner: RRS Peasants’ Party of Slovakia and including candidates of SGA,2013-01-01T18:18:06Z,2023-06-05T10:39:56Z,1919,560,2013-01-01T18:37:01Z,SVK,dpi,1877,HZDS,NA,Hnutie za Demokratick_ Slovensko,1993,1994,49.3,1993,NA,NA,2018-07-13T20:35:07Z,2021-03-12T10:14:58Z,24786,2018-07-13T20:35:08Z
SVK,manifesto,96711,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,37.3,1992,NA,with tiny coalition partner: RRS Peasants’ Party of Slovakia and including candidates of SGA,2013-01-01T18:18:06Z,2023-06-05T10:39:56Z,1919,560,2013-01-01T18:37:01Z,SVK,dpi,1878,HZDS/RSS,NA,NA,1995,1998,35,1994,NA,NA,2018-08-18T19:56:09Z,2021-03-12T10:14:58Z,25480,2018-08-18T19:56:09Z
SVK,manifesto,96711,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,37.3,1992,NA,with tiny coalition partner: RRS Peasants’ Party of Slovakia and including candidates of SGA,2013-01-01T18:18:06Z,2023-06-05T10:39:56Z,1919,560,2013-01-01T18:37:01Z,SVK,dpi,1880,LS-HZDS,NA,�_udov� strana _ Hnutie za demokratick_ Slovensko,2007,2010,8.8,2006,NA,NA,2018-09-06T11:47:48Z,2021-03-12T10:14:58Z,25687,2018-09-10T15:20:34Z
